BedroomAbvGr,BsmtFinSF1,BsmtUnfSF,GarageArea,GrLivArea,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,TotalBsmtSF,YearBuilt,BsmtExposure_No,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_Missing,BsmtFinType1_Rec,BsmtFinType1_ALQ,BsmtFinType1_LwQ,BsmtFinType1_BLQ,BsmtFinType1_Missing,BsmtFinType1_GLQ,GarageFinish_RFn,GarageFinish_Missing,GarageFinish_Unf,GarageFinish_Fin,KitchenQual_TA,KitchenQual_Ex,KitchenQual_Fa,SalePrice
3.0,0.791211312185085,567,478,0.3091534563336232,0.5034032671146917,82.0,206.0,0,5,0.5191736285806933,1978,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,157000
3.0,0.5266726259796026,314,486,0.9635225787766051,0.7653679179486809,85.0,176.0,42,6,-0.6249368199883079,1965,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,205000
3.0,-1.35525517496005,1164,528,-0.6604448328353792,0.0907529789141079,80.0,168.0,0,5,0.2879922386557264,1969,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,140000
4.0,-1.35525517496005,1010,390,1.3649292855253208,-0.2457361374527297,69.0,0.0,46,5,-0.05515181323656042,2002,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,200000
3.0,-0.5757391382275906,905,450,1.354210641224108,1.6077449443040521,69.0,184.0,120,5,1.611821801444345,1953,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,217000
2.0,0.04996221825972147,0,720,-1.7097036492670354,-0.20609206716308462,49.0,0.0,50,7,-0.48682419476384836,1955,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,125000
3.0,0.6225318559661868,155,440,-0.04271599931229148,-0.27424462265631955,75.0,140.0,0,6,-0.8185270366166515,1977,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,159500
3.0,1.2627878916685387,0,616,0.4025916086368907,0.5888899296721027,47.0,132.0,0,5,1.2115157616247292,1986,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,184000
2.0,-1.35525517496005,768,200,-1.84586771133421,0.28151343392321987,55.0,0.0,0,5,-0.6249368199883079,1926,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,96500
6.0,0.5825823767323133,748,968,1.819654001194517,0.4643704886290693,91.0,368.0,0,5,0.4699391512673446,1969,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,200000
3.0,-1.35525517496005,1042,225,0.26132723876816844,-0.7426955880393185,52.0,0.0,0,6,0.017252816487017188,1928,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,149000
3.0,-1.35525517496005,783,393,0.07850222643446278,0.2151371767942867,65.0,0.0,72,5,-0.5883305308566241,2005,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,178900
2.0,0.9000338692711585,343,555,-0.5677120146465834,0.18578856750389228,67.0,0.0,41,5,0.3141966803949777,2003,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,184900
2.0,-1.35525517496005,625,528,-0.4434577308769193,-1.4844329333623056,35.0,0.0,54,5,-0.9844105288544719,2006,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,164700
3.0,1.2670327910702095,496,567,0.8323624668247422,1.2541120227892155,100.0,0.0,207,8,1.7911074593084126,1959,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,335000
2.0,-1.35525517496005,0,400,-1.0035363453543864,-0.1348083024544776,69.0,340.0,0,4,-2.260872518195111,1949,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,87500
3.0,-1.35525517496005,1502,644,0.11515376291450528,0.07881863727139615,79.0,268.0,114,5,1.001171623977446,2009,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,233170
3.0,-1.35525517496005,1228,271,-0.4975018344607998,-0.1348083024544776,69.0,0.0,65,6,0.42692687588236977,1966,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,149350
3.0,0.41956106191369497,457,288,-0.39994706128557905,0.5459788520975858,60.0,0.0,28,7,-0.4700437759438064,1949,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,133000
2.0,0.5441318994999063,396,0,-1.56878152592869,-0.9505194285704195,67.0,0.0,0,6,-0.3938125340713857,1925,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,98000
3.0,0.7167519788475836,0,612,0.46631918508347125,0.21570452081743421,79.0,157.0,131,6,1.370817412024084,1980,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,207500
3.0,1.0995900062202064,165,490,0.3450014162102292,0.16804158996812965,69.0,0.0,78,4,0.5405046555292151,1976,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,150000
2.0,0.7739137047735146,173,576,-1.590040050288435,-0.45202646802884927,69.0,0.0,0,5,-0.40804696991127914,1982,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,134900
2.0,-1.35525517496005,1293,572,-0.3217679916044734,-0.4659466109820688,60.0,0.0,121,5,0.5660425685883461,2006,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,187750
2.0,1.0394788578249317,481,505,0.12121935125506018,0.5485294433220623,128.0,90.0,0,4,1.0072932898873388,1953,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,149500
3.0,-1.35525517496005,864,280,-1.56878152592869,0.040293682315879396,71.0,0.0,0,5,-0.3938125340713857,1970,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,116050
2.0,1.0804213273820593,0,528,-0.5074326348139527,-0.5154691453072402,64.0,275.0,0,5,0.11583641483887287,1979,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,153337
3.0,1.066103989798256,319,354,-0.13583164559552946,0.7198132292171296,69.0,0.0,116,5,0.755587250148106,1954,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,165000
3.0,0.7323935251272906,175,264,-1.743175802407003,-0.6342351290677926,60.0,0.0,0,9,-0.5084556749548775,1982,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,130500
3.0,1.2142561219813517,35,784,-0.22284026547823338,-0.5039281357981285,78.0,200.0,0,5,0.6738736926229696,1997,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,206300
2.0,-1.35525517496005,689,540,-0.11610350556869656,-1.6222519179850694,34.0,0.0,102,5,-0.8210461855151006,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,146000
3.0,-1.35525517496005,1065,461,-0.9311642438360924,-0.057542734297624264,80.0,66.0,0,5,0.06892256178463921,1960,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,126500
3.0,-1.35525517496005,661,552,-0.4434577308769193,-1.0358416074015893,53.0,0.0,0,6,-0.8919902594325662,1910,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,139000
2.0,-1.35525517496005,736,0,0.012225392128117305,-1.3934626385613245,33.0,0.0,0,5,-0.7036838424514785,1920,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,113000
2.0,-1.35525517496005,572,0,-0.84376097335491,0.0907529789141079,60.0,0.0,8,5,-1.1231444959494508,1924,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,79000
3.0,-1.35525517496005,1428,480,-0.038454089799070224,0.4637049297481946,95.0,0.0,120,5,0.8491022514329548,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,182000
3.0,0.14259194612360462,554,431,0.4154452007773667,-0.26211358001692103,69.0,0.0,84,5,-0.6127134373114912,1995,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,188000
3.0,0.45240370313890604,317,720,-1.56878152592869,-0.4659466109820688,60.0,0.0,0,8,-0.3938125340713857,1950,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,129000
5.0,-1.35525517496005,686,0,0.8735725067745123,-0.4979101388172967,69.0,0.0,0,8,-0.8286095670957295,1916,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,160000
3.0,-1.35525517496005,1319,462,0.18517224132137342,-0.16770241965158636,80.0,237.0,36,9,0.6211561770239791,1962,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,174000
4.0,-1.35525517496005,879,660,0.7694721241578717,0.8290021256328948,58.0,0.0,17,5,-0.35834269303979455,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,219210
3.0,0.8444260255476833,252,812,0.9954402717173859,0.3548697660000025,85.0,160.0,52,5,-0.03926094922725753,2008,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,310000
2.0,1.3487574100712496,225,874,0.6515009055513832,0.4978515894123931,72.0,562.0,49,5,1.578782569275896,2003,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,374000
2.0,-1.35525517496005,968,480,-1.222185990987852,-0.1402520825194075,60.0,0.0,0,6,-0.15113208655643912,1923,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,100000
4.0,0.7108070755939795,435,619,1.8425667935933219,0.3594406453379028,69.0,220.0,65,7,0.04424897785417077,1968,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,250000
0.0,0.7391425249246062,0,364,-1.2474841506030663,0.21683871178218347,69.0,0.0,0,9,-0.9252035163892526,1965,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,145000
3.0,-1.35525517496005,1237,880,1.9775884325454443,0.7510670546348329,75.0,0.0,502,9,0.4463056532280738,1893,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,325000
3.0,-1.35525517496005,2153,694,1.8299863469254862,0.7785739228827789,105.0,772.0,84,5,2.2636115201068927,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,380000
2.0,1.2494010881913955,221,482,0.393376850477318,-1.6222519179850694,44.0,174.0,53,5,1.1874374793160036,2004,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,275000
3.0,1.1852916196009593,40,403,-0.32879224043482547,0.38923785551464557,69.0,85.0,26,5,0.5766644357335036,1985,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,180000
3.0,-1.35525517496005,1694,776,0.4806985098319566,0.25963915683918026,64.0,72.0,33,5,1.3866338255825559,2008,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,245350
2.0,0.5802354527407495,460,301,-1.2538418393598776,0.6436579084549152,69.0,0.0,0,8,-0.1741491093703366,1960,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,151500
3.0,0.8603337715080714,141,300,-1.1261039570980527,0.20907516982628022,69.0,0.0,72,5,-0.2505714262311296,1962,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,134500
2.0,-1.35525517496005,780,0,-1.0627059210013043,-0.711344294602302,54.0,0.0,0,8,-0.5956365208969494,1875,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,94000
3.0,0.6203039571355984,281,663,0.4446209460304434,-0.38697857979551264,69.0,0.0,96,5,-0.5132714068534164,2000,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,216000
2.0,1.409698036783266,413,839,1.1515848968746947,0.2526018656845461,91.0,660.0,46,6,2.181907249887932,1995,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,350000
4.0,-0.014984771542241544,692,551,1.0300144009955459,0.5302829789530548,69.0,298.0,224,6,-0.4318309809279588,1976,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,195000
3.0,-1.35525517496005,626,288,-0.5248903790058599,0.3119812086949178,75.0,0.0,28,6,-0.981824208617078,1980,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,120000
3.0,-1.35525517496005,1284,647,1.2309230809885467,0.04484162185358547,69.0,149.0,87,5,0.5468951745243082,2002,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,228500
3.0,0.6865754251972754,378,467,0.7482139003070636,1.7314791602263067,69.0,0.0,98,6,-0.13964769315691963,1994,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,248000
3.0,-0.6759727345554627,247,336,-0.7132182754605809,0.009208040017679,71.0,0.0,88,5,0.24415518611380344,1963,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,124000
2.0,-0.7960089155840251,1330,437,0.11919884143389686,-1.6222519179850694,43.0,14.0,20,5,0.6780795868856078,2005,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,191000
3.0,0.7534182263925961,0,484,-0.30311605237386297,0.19670314298525068,78.0,99.0,0,6,0.012745306977147897,1974,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,181000
2.0,0.1085867746269392,356,280,-0.424042329620799,-0.02131503235482903,60.0,0.0,0,5,-1.1550298414635087,1939,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,105000
3.0,-1.35525517496005,978,286,-0.051257893559141,0.5773091361873488,69.0,0.0,0,5,-0.12817923859405903,1960,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,139900
4.0,0.6997921565468946,834,301,-0.00878785593613202,0.12076822084248243,75.0,243.0,0,6,0.8780324997508746,1958,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,157900
3.0,0.38513466290720405,416,240,-0.5677120146465834,0.4848905050014352,70.0,0.0,0,6,-0.6249368199883079,1946,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,130500
3.0,-1.35525517496005,953,460,0.42641917505319477,-0.23306653519977893,69.0,0.0,40,5,-0.1856819516390479,2000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,172400
3.0,0.43259182745492597,0,572,-0.18684092444284994,-0.48375956510928203,60.0,0.0,50,5,-1.647170284057118,1955,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,130000
3.0,-1.35525517496005,707,403,-0.06841446072435123,-0.02216978504520618,74.0,0.0,35,5,-0.7758509218187889,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,178000
3.0,0.20956387501610468,491,457,-0.2273704773940435,0.1286945260876268,69.0,0.0,0,5,0.732603646165795,1967,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,161500
3.0,0.5907402721163862,286,410,-0.7832291509916056,-0.31109956418403595,65.0,0.0,0,7,-0.5640316227084128,1939,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,119900
4.0,0.586089285933941,449,360,1.4674849069477673,1.1470596078505184,80.0,0.0,0,8,-0.18799048035412957,1932,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,239000
3.0,0.7921117315666678,1139,546,0.7383516597619636,0.48225491044172947,105.0,480.0,122,6,1.679580830279665,1977,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,190000
2.0,0.43688333067833324,96,264,-1.1629363161264767,-1.6222519179850694,21.0,232.0,0,5,-1.3642659199507505,1971,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,85400
3.0,1.1512332336047417,410,480,0.3261871314699566,0.2831578114720032,69.0,28.0,68,7,1.2195310340495553,1977,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,205000
3.0,0.3601538166857698,748,484,-0.8885571253825945,0.005629508698586067,71.0,0.0,0,5,0.11137906089755452,1983,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,134000
3.0,1.1263860236502574,90,1356,0.34875024588020914,1.7314791602263067,69.0,149.0,0,4,0.47208485262604877,1961,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,168000
3.0,0.8001716733198685,88,413,0.13331411135658422,0.3904479376926683,70.0,0.0,75,5,-0.5422333140510321,1997,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,185000
3.0,1.0326979538665508,138,484,-0.6919983218911796,0.8369835304548991,69.0,86.0,0,7,0.26171466934960075,1964,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,180500
4.0,0.48248254101071925,490,282,0.22641723586873877,0.7809782513859939,75.0,0.0,0,5,-0.28555162171729365,1950,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,152000
3.0,0.42682962541345115,397,471,0.8466912872785852,0.08145454705470623,80.0,125.0,81,5,-0.6029501074292862,1993,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,215000
2.0,0.9211477617943146,132,756,-0.3100970525041361,-0.09712349087388332,64.0,0.0,0,7,-0.09615148521216083,1957,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,153000
2.0,-1.35525517496005,849,360,1.1872620155822924,-0.2380766758283134,90.0,0.0,156,5,-0.42944918246056335,1898,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,106000
4.0,-1.35525517496005,1580,610,1.6199740873514172,0.3793561620505654,102.0,0.0,214,5,1.159284110168777,2004,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,340000
3.0,0.6916847831700845,312,440,0.5515852172867726,0.12790335021983645,77.0,0.0,0,7,-0.2808786432190227,1962,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,159000
3.0,-1.35525517496005,862,208,-0.6761804467744034,-0.8185265558039301,50.0,0.0,0,7,-0.39855436910392483,1929,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,120000
3.0,-1.35525517496005,0,336,0.6157054096652168,1.6758287526265283,100.0,75.0,0,4,-2.260872518195111,1960,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,115000
2.0,-0.12851298766538874,958,440,-1.2538418393598776,-1.1989498655558524,69.0,0.0,205,5,0.097993637617674,1976,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,128000
3.0,-0.47357828781959505,1774,774,0.7118936417899431,0.47283643391465396,90.0,452.0,108,5,1.637030468246783,2007,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,314813
3.0,0.2864041029786871,476,281,0.5198920547595145,0.4250465605716807,60.0,0.0,0,4,-0.6249368199883079,1949,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,131000
3.0,1.2259308902078803,122,858,1.909160748003952,0.9485268107256315,67.0,268.0,66,5,0.8986504769206051,2008,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,446261
3.0,0.4891493475469224,459,560,-0.17122503292166044,-0.7426955880393185,52.0,0.0,0,6,-0.34655585396795435,1931,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,127500
4.0,0.2986829722292741,611,164,0.7085700154610961,-1.6222519179850694,50.0,0.0,0,8,-0.28555162171729365,1915,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,155000
3.0,0.3569674488152327,322,521,-0.5677120146465834,0.39769264023390327,105.0,0.0,26,5,0.3663899435280583,1995,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,177500
2.0,0.39729971101042,360,660,-0.13803163132294297,0.5798189478509078,69.0,0.0,0,6,-0.7434031585338943,1941,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,128500
3.0,-1.35525517496005,728,400,0.0205899425721028,-0.25511217048123247,51.0,0.0,24,5,-0.723514018916471,2005,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,176000
4.0,1.2429087721446777,88,711,1.5977728188216889,1.7314791602263067,52.0,528.0,76,7,1.2575303628758243,1994,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,402000
4.0,-1.35525517496005,940,0,0.929718643044003,-0.13911670173891513,55.0,0.0,192,6,-0.2157442019275979,1911,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,130000
3.0,0.8628183711729005,305,504,-0.8548980139302339,-0.2025705471212069,75.0,260.0,0,7,0.1291951879578609,1964,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,145000
3.0,0.6987832317101542,506,264,-0.7968804648724317,0.0907529789141079,80.0,0.0,80,7,0.17579566914544523,1950,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,147000
3.0,0.4983824799087358,432,0,-1.56878152592869,0.26425508353229915,70.0,0.0,0,5,-0.3938125340713857,1971,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,115000
3.0,-1.35525517496005,994,442,0.6717664254540608,-0.38697857979551264,60.0,0.0,60,5,-0.09158609668430931,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,189000
4.0,-1.35525517496005,1632,576,0.36742489155756786,1.7314791602263067,100.0,0.0,0,4,1.263519274129415,1967,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,143000
4.0,0.9923218552436169,384,624,1.7965654602617174,0.318806938008185,90.0,0.0,243,7,1.0419206731232704,1974,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,240000
2.0,0.9544892179258385,410,626,-0.2915167528610987,-1.1705363262258706,34.0,166.0,62,5,0.6105803830262924,2007,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,230000
3.0,0.7637302012370446,76,564,0.8656911049866516,0.20546687797038932,107.0,0.0,39,5,-0.6691204824578718,1992,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,190000
3.0,0.7983873483663784,761,606,0.07850222643446278,-0.16770241965158636,70.0,109.0,35,5,0.9418237819248044,2004,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,213000
2.0,0.2648191908809266,140,0,-2.176609237982134,-1.0474103274851458,50.0,0.0,0,7,-1.54224626959543,1940,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,82500
3.0,1.0817118159835264,625,856,0.514577354089399,0.08893722155740508,76.0,262.0,26,5,1.4241171382708253,2004,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,274900
3.0,0.4180984370574665,363,308,-0.3975480600816903,-0.27887437810794163,70.0,0.0,0,6,0.514901987554195,1960,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,155000
1.0,1.421092958172518,356,1134,1.1285279190113167,1.5981130440850628,49.0,0.0,267,5,2.1221963047473467,2005,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,423000
3.0,0.39729971101042,504,288,-1.56878152592869,0.08266991471644147,120.0,0.0,0,7,-0.3938125340713857,1972,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,128500
3.0,0.9779625076101792,168,836,1.251824469518303,0.4078242917165802,96.0,154.0,102,5,0.15585339642425855,2008,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,335000
2.0,1.293150891246402,168,757,0.3524944267753976,0.5958986966614167,89.0,0.0,114,5,1.2475422121837823,1994,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,262000
3.0,0.9559748464343868,134,384,-1.0035363453543864,0.38923785551464557,70.0,0.0,0,5,0.012745306977147897,1965,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,129500
3.0,-1.35525517496005,884,434,1.0374783411352528,0.0715004604257983,69.0,180.0,48,5,-0.34655585396795435,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,222500
3.0,0.5049075171966516,0,481,0.09891906442360573,0.08044115911152726,30.0,0.0,30,5,0.9848309929302713,1995,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,270000
2.0,0.9544892179258385,410,626,-0.2915167528610987,-1.1467271873465856,34.0,166.0,62,5,0.6105803830262924,2007,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,207500
3.0,0.43259182745492597,143,539,0.5673078625414846,0.4738300058970406,90.0,365.0,0,6,-0.7883736533407079,1968,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,175000
4.0,-0.47357828781959505,422,833,1.171616084132018,0.6964813920054626,103.0,0.0,192,5,0.15585339642425855,1991,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,238000
6.0,0.12241139870239791,570,0,0.5198920547595145,-0.922100054647233,55.0,0.0,184,6,-0.5956365208969494,1912,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,135900
