BedroomAbvGr,BsmtFinSF1,BsmtUnfSF,GarageArea,GrLivArea,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,TotalBsmtSF,YearBuilt,BsmtExposure_No,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_Missing,BsmtFinType1_Rec,BsmtFinType1_ALQ,BsmtFinType1_LwQ,BsmtFinType1_BLQ,BsmtFinType1_Missing,BsmtFinType1_GLQ,GarageFinish_RFn,GarageFinish_Missing,GarageFinish_Unf,GarageFinish_Fin,KitchenQual_TA,KitchenQual_Ex,KitchenQual_Fa,SalePrice
3.0,0.5942100576875484,354,288,-1.5336786143014471,0.14209542073340697,62.0,0.0,0,6,-0.39381253228281793,1968,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,130000
2.0,-1.3552551742890226,894,1248,-1.464669351816691,1.308741005441152,120.0,0.0,20,4,-0.3230360530051788,1935,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,81000
3.0,-1.18038767627618,1515,532,0.1812146003163872,0.20261348403593107,70.0,168.0,0,5,1.031747053065182,2004,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,214000
3.0,-1.3552551742890226,924,463,0.4735174007237372,-0.24693566249263904,69.0,0.0,48,5,-0.25289864355259234,2000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,181000
2.0,0.734327563350935,365,240,-1.0987706944200237,-0.05080678501061944,66.0,0.0,18,7,-0.059697519529332665,1953,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,134500
3.0,-1.3552551742890226,840,440,0.5269637878530002,-0.2039783866473062,62.0,0.0,48,5,-0.4509127907080213,2004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,183500
2.0,0.6793666379977867,422,254,-0.7399542063521894,-0.5204363893953216,70.0,45.0,16,7,-0.05515181161507297,1960,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,135000
2.0,-1.3552551742890226,1012,308,-1.086701317652335,-0.1995237220757671,59.0,0.0,22,5,-0.050608535912543495,1920,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,118400
3.0,1.0320170421621142,440,558,0.06824181856021282,0.29444806710873045,72.0,167.0,29,5,0.9007101591739484,2003,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,226000
3.0,0.018376407962884162,284,484,0.6700828146951122,0.6964813929259082,88.0,67.0,0,4,0.2221590777931391,1957,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,155000
3.0,-1.3552551742890226,768,676,0.28820316948516195,-0.034176012168645985,75.0,0.0,30,5,-0.6249368182831097,2008,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,210000
3.0,0.08241167308006606,545,540,0.06206881248041441,-0.11475321604182524,64.0,0.0,35,5,-0.6987354140860406,2005,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,173500
2.0,0.20357295124699795,448,308,-1.3246714091419756,-0.8615333689753237,74.0,0.0,0,7,-0.22501667949010046,1956,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,129000
3.0,0.649855008539873,871,666,-0.03207248646177345,-0.030523407324242833,68.0,0.0,35,5,0.8553080214674071,1999,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,192000
2.0,0.3004190514862233,899,530,-0.5702499195639166,-0.28841230944569635,55.0,0.0,63,5,0.3642208937176438,1993,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,153900
3.0,-0.6875527711403598,1316,396,-0.23190749933527013,-0.05601966746862289,73.0,0.0,30,5,0.665456824110556,2007,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,181134
2.0,-0.1285129903633227,744,400,-1.5687815091259727,1.427636627307271,140.0,0.0,0,5,-0.39381253228281793,1951,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,141000
3.0,-1.3552551742890226,926,470,0.31484202092228686,0.3257874352233978,100.0,0.0,36,5,-0.24824488522280905,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,181000
2.0,-1.3552551742890226,1352,466,-0.20478701602770866,-1.4939976958674692,47.0,0.0,241,5,0.6906871476318656,2006,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,208900
3.0,-1.3552551742890226,504,576,-0.43859219195449634,-0.40303721905000983,92.0,0.0,0,8,-1.3063614056306925,1908,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,127000
3.0,0.9257704042386884,132,871,1.0538342577637396,0.28717155026483027,85.0,292.0,62,5,-0.08246275769211087,2003,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,284000
3.0,-0.026540991607584535,977,0,2.2991440079405914,1.3119704486312183,138.0,0.0,0,6,1.1954689999602282,1946,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,200500
2.0,0.16214707295025707,724,283,-1.2729953476205964,-0.15050050979674326,69.0,0.0,0,7,-0.18799047862816237,1956,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,135750
3.0,-0.3790135958872268,1560,865,0.37486251786551406,0.7512105862902558,116.0,208.0,60,5,1.2455435832593142,2006,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,255000
3.0,0.9455220162841603,244,384,-0.7345880908225244,0.008366627766014517,80.0,0.0,0,6,0.22656248044742805,1965,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,140000
3.0,0.049962215827175305,676,240,0.8355525333335221,-0.46594660957932266,60.0,0.0,0,4,0.38372480607599097,1950,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,138000
4.0,-1.3552551742890226,847,434,0.8735725040359607,-0.21433388336354706,65.0,0.0,48,5,-0.4342135367172162,2003,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,219500
5.0,1.0313356125284119,326,796,1.685612393716976,0.8950220053827579,69.0,0.0,55,7,0.6612458431866728,1993,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,310000
2.0,-1.3552551742890226,0,308,-1.5058860813874533,0.6330101760106631,70.0,0.0,45,5,-2.260872514569943,1956,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,97000
3.0,-1.3552551742890226,816,528,-0.6292170143303597,-0.7426955872350746,52.0,0.0,0,6,-0.5084556731865537,1934,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,114500
3.0,0.7830630032547615,253,463,1.147275129642604,-0.06015648496864754,69.0,0.0,130,5,-0.19723115676420783,1994,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,205000
3.0,0.4716878340653344,251,280,-1.2794068573989534,0.1223560746487288,61.0,0.0,0,5,-0.19260950328700044,1971,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,119500
3.0,-1.3552551742890226,2042,1390,1.0478969131221505,0.6333152082018488,98.0,306.0,90,5,2.0566018251027565,2008,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,253293
3.0,0.8952706516168433,161,572,-1.159849783138995,0.15910689791884186,69.0,57.0,0,5,-0.10528973207788339,1961,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,128500
5.0,-1.3552551742890226,1008,205,1.287713655972524,0.1503264696080274,90.0,0.0,48,4,-0.059697519529332665,1880,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,117500
2.0,0.3209136432720731,0,288,-1.4038765825888244,-0.31109956256619703,66.0,0.0,0,5,-0.2808786414494816,1964,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,115000
3.0,0.8427339310356992,192,386,-1.2634034531895457,-0.3255399473545758,66.0,0.0,0,7,-0.18106685535450565,1966,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,127000
3.0,1.2303411623260951,384,842,1.4034678205686084,0.7479066908162451,97.0,420.0,274,5,1.4418331148657544,2008,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,451950
3.0,0.5342050716328286,414,315,0.15935445442820154,0.41398045422691077,78.0,180.0,0,5,-0.37014766283994965,1958,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,144000
3.0,0.6214187066669677,246,276,-1.159849783138995,-0.46594660957932266,60.0,0.0,80,7,-0.36542348990944673,1950,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,119000
2.0,1.3487574130354103,0,714,0.24392266924335032,0.134420930755583,69.0,0.0,32,5,1.13308124499556,1977,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,196000
3.0,-1.3552551742890226,264,336,-0.3147600338410066,-1.6222519161826394,69.0,0.0,24,6,-2.018565818503085,1976,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,115000
2.0,1.1300639730043167,0,665,2.108900876386145,1.018567229051445,69.0,0.0,72,6,1.1290448281794785,1976,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,287000
1.0,0.7524742738572807,186,420,-1.6258055744791238,-1.4012813895971958,69.0,169.0,0,5,-0.4318309791416084,2004,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,144500
3.0,1.2092085455631991,434,660,0.5515852092768004,0.4647031839694194,78.0,0.0,24,5,1.4654155316896182,2005,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,260000
3.0,0.5976642092342274,227,425,0.6225564093081284,0.032828540760812236,75.0,137.0,72,5,-0.6937906092142169,1993,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,213000
3.0,0.8461147253846546,266,540,-0.7615143301086037,1.0326500391731968,69.0,0.0,0,6,0.20452442268884402,1977,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,175000
3.0,0.4851565332977937,480,672,-0.785954496530592,-0.30639236623418076,94.0,0.0,0,5,-0.01208803821923042,1976,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,107000
2.0,-1.3552551742890226,0,392,-1.7023152822766023,-0.46594660957932266,60.0,0.0,0,7,-2.260872514569943,1955,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,107500
1.0,-1.3552551742890226,520,240,-2.7486611059088477,-0.7168401712943249,60.0,0.0,0,6,-1.2626804143402028,1927,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,68500
3.0,0.3664831609746034,0,305,-0.45321238262900415,-0.38697857827241783,75.0,0.0,0,7,0.4656463543661691,1959,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,154000
4.0,-1.3552551742890226,1143,852,1.6285639225418782,0.08893722333345368,76.0,344.0,151,5,0.2419579219389896,2004,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,317000
2.0,-1.3552551742890226,1498,592,0.12323849919738224,0.9011435880778063,75.0,284.0,174,5,0.9930042569188152,2008,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,264132
3.0,-0.29062462407335093,1652,712,0.6242667334600613,0.9944024434131679,93.0,100.0,0,5,1.4614882009107697,2006,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,283463
4.0,0.5551450814087977,725,576,1.2155027457550511,0.6196947072002662,84.0,0.0,29,7,0.3707265809443724,1950,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,243000
2.0,-1.3552551742890226,735,240,-1.0211661314928688,0.19555712706413977,60.0,0.0,39,6,-0.7061594162753002,1940,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,109000
3.0,0.9296038444128175,611,749,1.3582346123359514,0.5618653803954506,85.0,226.0,0,5,0.9602756064905396,2003,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,305000
3.0,0.1269523819947822,762,0,-1.2033500570610536,0.3029632784654456,63.0,0.0,28,5,-0.13735272877023788,1991,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,93500
2.0,0.4811418769728782,310,440,0.024763538594524872,-1.6222519161826394,34.0,1129.0,32,5,-0.7210320375384128,1999,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,176000
4.0,-1.3552551742890226,0,400,0.1812146003163872,-0.515469143991457,64.0,0.0,0,5,-2.260872514569943,1979,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,118858
3.0,0.20757302430407865,210,322,-0.5399347833657692,-0.20257054540375383,55.0,0.0,63,5,-0.18799047862816237,1968,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,134000
3.0,0.2792859602006679,619,352,-1.4206414991546172,-0.12374110583905433,77.0,0.0,0,6,-0.2925662957417775,1957,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,109008
2.0,-1.3552551742890226,0,400,-1.0035363452570456,-0.1348083006964056,60.0,0.0,0,4,-2.260872514569943,1950,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,93500
3.0,1.6136592163323675,142,820,1.4919463931104788,0.6658299896483648,100.0,760.0,67,5,2.283432520103847,2009,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,611657
2.0,1.0251793419481126,288,431,-0.3452459039499825,-1.6222519161826394,69.0,0.0,0,5,0.5617907146152716,1996,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,173000
3.0,1.0726398033311506,322,870,1.5276366224034859,0.060676024139821615,82.0,423.0,70,5,0.7826860812519645,1997,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,348000
3.0,1.1349453235561053,138,983,1.5604030939777476,0.2719852253467274,96.0,651.0,154,5,0.6042296857462658,1993,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,341000
3.0,0.04739266299385077,465,300,-0.6972893816579371,-0.2754619070788724,70.0,0.0,0,6,0.25732789836966474,1959,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,141000
2.0,0.7236325545574812,148,352,-1.8808857923327564,-0.46594660957932266,60.0,0.0,0,7,-0.5956365191717323,1972,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,124900
3.0,0.00193203883701842,321,264,-1.1629363120599487,-1.6222519161826394,21.0,510.0,0,8,-1.364265919790165,1972,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,118000
2.0,-1.3552551742890226,961,338,-0.8970307118708784,-0.04128604481018049,60.0,0.0,0,2,-0.16723721218036655,1920,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,67000
2.0,-1.3552551742890226,988,520,-1.159849783138995,1.6758287493884787,100.0,0.0,0,5,-0.10528973207788339,1954,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,113000
2.0,-1.3552551742890226,190,273,-1.492084799449284,-0.8894065485788334,50.0,0.0,20,8,-2.260872514569943,1938,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,91300
3.0,0.12012847649546789,463,440,-0.09867485237023205,-0.3002160347501263,74.0,203.0,0,7,-0.8640243744418628,1978,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,149500
3.0,-1.3552551742890226,884,240,0.25553684639143154,-0.7802403884454024,51.0,0.0,0,7,-0.34655585218273255,1935,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,133000
3.0,-1.3552551742890226,1095,1053,0.8908394318590981,0.30585357549567455,84.0,0.0,51,5,0.13586713287819327,2006,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,266000
3.0,1.0778348622010137,371,445,0.0143186901579385,-1.06892288032439,69.0,0.0,80,5,0.9007101591739484,1986,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,190000
3.0,0.7524742738572807,186,420,-1.6258055744791238,-1.4025875879016543,37.0,169.0,0,5,-0.4318309791416084,2004,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,155900
3.0,-1.3552551742890226,728,440,0.020589931080837735,0.37239149690155965,85.0,0.0,0,5,-0.7235140172996314,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,155835
3.0,0.3633256692521122,1221,812,0.22836729260659075,-0.2380766741389225,90.0,0.0,116,6,1.1169271991952203,1948,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,153500
4.0,0.5743363223057738,0,462,0.3450014060749475,0.31755136980040694,80.0,263.0,0,5,-0.5956365191717323,1969,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,152000
3.0,0.6346722693225892,270,264,-1.7431757789718036,-0.18761678276093074,76.0,0.0,0,7,-0.5084556731865537,1982,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,124500
4.0,-0.643173708671978,0,576,1.9280785600950996,0.2419978776484034,86.0,172.0,96,5,1.0011716232115468,1986,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,301000
4.0,-1.3552551742890226,1768,0,0.6105569208971658,0.3148581263455784,72.0,0.0,0,5,1.5319942372961624,1968,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,136500
3.0,-0.643173708671978,1288,397,-0.28688947527032255,0.21513717850132014,65.0,0.0,0,5,0.6148120042583176,2005,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,169990
3.0,-1.3552551742890226,952,672,0.20684698186641987,-0.4488282619165148,55.0,0.0,0,7,-0.18799047862816237,1925,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,205000
3.0,0.5216084378416687,241,506,0.012225380633900848,-1.6222519161826394,35.0,218.0,34,5,-0.8160088723302189,1999,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,183900
2.0,-1.3552551742890226,1498,675,0.10704730831106354,-0.03632781847003488,73.0,0.0,33,5,0.9930042569188152,2006,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,204900
4.0,0.7803288902346135,153,484,1.4778087093005146,0.6786850547332492,94.0,278.0,195,7,-0.4389809337454715,1980,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,260000
3.0,1.173102282205747,420,484,0.41361231094358214,0.5477327445059185,69.0,0.0,0,3,1.313311792787514,1970,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,163500
3.0,0.6390404091543557,334,543,0.6105569208971658,-0.22427049516057754,65.0,252.0,63,5,-0.34655585218273255,2003,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,224900
3.0,1.4907304429313564,343,516,1.30549922544164,0.7726210325361131,95.0,1115.0,0,6,2.283432520103847,1973,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,244000
2.0,-1.3552551742890226,832,576,-1.6042956562327884,-0.7802403884454024,51.0,0.0,112,8,-0.4700437741641594,1929,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,132000
2.0,0.769300530505416,289,588,-0.02994827296513643,1.0992947178180594,69.0,0.0,180,7,0.7074737278194296,1978,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,194000
3.0,0.072610161376411,628,442,0.06618555101049702,-0.1677024179112573,70.0,0.0,0,3,0.9520785463544382,1957,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,156500
3.0,0.5075014926600858,115,440,-1.0448333305832074,-0.27911835407236885,61.0,0.0,48,8,-0.018873198978741998,1969,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,156000
2.0,1.1196049397453045,594,564,0.5655649335333499,-0.6451068742602614,69.0,0.0,28,5,1.481112626608282,1985,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,275000
3.0,0.7748332337269185,304,672,-1.1536861453396925,0.017811572060787505,57.0,0.0,0,5,-0.10071936044198046,1994,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,145000
5.0,0.741060521111108,390,504,1.1038350938197787,0.4582053510463598,70.0,192.0,0,5,0.012745308526669292,1969,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,135000
1.0,-1.3552551742890226,264,0,-1.80360964090484,-0.7802403884454024,51.0,0.0,0,3,-2.018565818503085,1936,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,60000
3.0,0.7078180129838906,424,0,-1.0035363452570456,-0.1608033466419329,60.0,136.0,0,5,0.012745308526669292,1978,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,124000
3.0,0.7496358298606519,381,260,-1.0035363452570456,-0.5491073563056992,69.0,0.0,104,8,0.012745308526669292,1962,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,127000
4.0,-1.3552551742890226,939,180,0.13733494920120906,-0.7802403884454024,51.0,0.0,0,8,-0.21806131862260397,1920,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,137500
3.0,-1.3552551742890226,939,639,0.6599614127087605,0.017811572060787505,79.0,0.0,53,5,-0.21806131862260397,2006,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,213500
3.0,0.5942100576875484,278,240,-1.7883878986082784,-0.46594660957932266,60.0,294.0,0,7,-0.5761706600316168,1940,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,119000
2.0,-1.3552551742890226,901,281,-1.4408825963124632,-0.8185265552114763,50.0,0.0,0,7,-0.3066144927493798,1954,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,107900
3.0,-1.3552551742890226,858,480,-1.540666748312559,-0.19227746708006235,70.0,0.0,0,5,-0.40804696812302543,1971,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,123000
4.0,-1.3552551742890226,0,539,0.8323624632783054,-0.049288994467922696,68.0,0.0,0,5,-2.260872514569943,1978,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,112000
3.0,1.1046346802948062,1603,880,0.36183460585286126,0.29263149251704007,85.0,296.0,0,5,2.283432520103847,2003,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,284000
1.0,0.6752176947191849,0,367,-1.9321920552904788,-1.5741678030495867,34.0,182.0,40,5,-0.7359377674396155,1998,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,133000
1.0,0.7524742738572807,186,420,-1.6258055744791238,-1.4012813895971958,69.0,205.0,0,5,-0.4318309791416084,2004,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,149000
3.0,-1.3552551742890226,916,460,0.3072548702966852,-0.08361939170616725,57.0,0.0,38,5,-0.2715409825961707,1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,169000
4.0,-1.3552551742890226,833,370,0.7449300625702812,0.6858231625301615,64.0,0.0,0,7,-0.46764969173494497,1923,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,207000
3.0,1.0265510597315606,387,576,-0.07271887655803361,0.43317817473492876,130.0,0.0,0,5,0.7743552742370133,1988,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,175000
3.0,0.649855008539873,0,288,-1.327930616328,0.7547954168435064,69.0,114.0,0,6,-0.2273364713145539,1965,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,137000
4.0,0.3004190514862233,652,554,1.3501813080220026,-0.07877202400756901,69.0,0.0,54,5,-0.18799047862816237,2000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,236000
2.0,-1.3552551742890226,742,308,-1.327930616328,-0.012788141966179974,50.0,0.0,0,6,-0.688849413782945,1930,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,79500
3.0,-1.3552551742890226,1099,352,-0.8354350059607383,0.07556952142036413,75.0,0.0,0,6,0.14475537763527954,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,144000
4.0,0.08483773057520712,638,528,0.4264191656382775,0.1967031447058426,78.0,0.0,28,5,-0.4700437741641594,1976,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,162900
3.0,0.5707747645347784,280,520,0.2728747897565107,-0.18622075741868183,64.0,0.0,45,5,-0.6200448926596617,2004,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,185900
2.0,1.295210391768389,408,880,1.0270236442111644,0.4308099690856628,88.0,208.0,66,5,1.7258431700071093,2005,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,369900
3.0,-1.3552551742890226,866,546,0.6293918973381301,0.24572517409342423,80.0,0.0,36,5,-0.38907366250386366,1998,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,197900
